"","Day.Month","AreaNumber","Track","Latitude","Longitude","PositionNoLeap","A2_RSSI","A1_ratio","A2_ratio","CurrentVelocity","DisruptionCode","EventCode","A2_RSSI_1"
"1","2020-01-22",9,5,47.3048548375973,8.0494621135301,97437,1.37903265325352,0.99999374543597,0.964395152226945,0,NA,NA,"Fair"
"2","2020-01-23",9,5,47.3048504843185,8.04946022515307,97431.9458278364,1.2857855101141,1,0.982687148030124,0.00162159190853122,NA,NA,"Fair"
"3","2020-01-26",9,5,47.3048513923268,8.04946061901865,97433,1.1879304029304,1,0.978786140373718,0,NA,NA,"Weak"
"4","2020-01-28",9,1,47.3101295987959,8.05109207904584,103516.298755187,2.41356846473029,0.999980763433854,0.999985767921667,47.0248962655602,NA,NA,"Excellent"
"5","2020-01-28",9,2,47.3069560538861,8.0503980485811,99885.5428571429,2.36114285714286,0.999981520608491,0.999986938022045,21.5142857142857,NA,NA,"Excellent"
"6","2020-01-28",9,3,47.3066436530822,8.05027641465758,99525.6315789474,2.44210526315789,0.99998171903719,0.999985969846877,19.8421052631579,NA,NA,"Excellent"
"7","2020-01-28",9,4,47.3061878681407,8.0500917643599,98999.1634256082,2.50163139632413,0.999999791146228,0.999989020216447,0.0216578967436895,NA,1698873080,"Excellent"
"8","2020-01-28",9,5,47.3051897427796,8.04960750270674,97825.8522837707,2.34634596695823,1,0.999414646345927,0.293488824101069,NA,NA,"Excellent"
"9","2020-01-28",11,1,47.3194473616549,8.05301576357903,114160.538194444,2.29277777777778,0.999980724975632,0.999985497698842,54.65625,NA,NA,"Excellent"
"10","2020-01-28",11,2,47.3199440519559,8.05284110703057,114721.401639344,2.32016393442623,0.999982034160807,0.999986401152298,24.6147540983607,NA,NA,"Excellent"
"11","2020-01-28",13,1,47.3327825727623,8.05417753442848,129221.742243437,2.30668257756563,0.999984294311688,0.999986343448879,34.2768496420048,NA,NA,"Excellent"
"12","2020-01-28",13,2,47.3313669196542,8.05425921734099,127617.088957055,2.41736196319019,0.999980509587696,0.999984158407644,11.3220858895706,NA,NA,"Excellent"
"13","2020-01-28",15,1,47.3539042360859,8.04762884165743,153724.880794702,2.37235099337748,0.999995085257724,0.999990367953098,29.205298013245,NA,NA,"Excellent"
"14","2020-01-28",15,2,47.350571281754,8.04875203964977,149865.980392157,2.34333333333333,0.999995085612006,0.999990171298384,73.2549019607843,NA,NA,"Excellent"
"15","2020-01-28",17,1,47.3596896197374,8.04634550703633,160388.675675676,2.45756756756757,0.999995087665282,0.999990175475354,34.9459459459459,NA,NA,"Excellent"
"16","2020-01-28",17,2,47.3611763662036,8.04543365488893,162358.638025594,2.51608775137111,0.99999508691498,0.999990173974966,1.61791590493601,NA,NA,"Excellent"
"17","2020-01-29",9,1,47.3071600417473,8.05033454212419,100115.032682513,2.18431027164679,0.999568539579878,0.999418116218293,7.94736842105263,NA,NA,"Excellent"
"18","2020-01-29",9,2,47.3069869508376,8.05040926770034,99921,2.36666666666667,1,1,20.7777777777778,NA,NA,"Excellent"
"19","2020-01-29",9,3,47.3066387735806,8.05027446028484,99520,2.486,1,1,20.2,NA,NA,"Excellent"
"20","2020-01-29",9,4,47.3061741911838,8.05008589779425,98983.2830051058,2.51706483030809,1,1,0.0241987385763934,NA,NA,"Excellent"
"21","2020-01-29",9,5,47.3052959638487,8.04965465270845,97949.4166666667,2.47333333333333,1,1,1.70833333333333,NA,NA,"Excellent"
"22","2020-01-29",11,1,47.3196742276765,8.05297717007795,114416.855624446,2.31619131975199,0.99950507983467,0.999345836797597,41.9300265721878,NA,NA,"Excellent"
"23","2020-01-29",11,2,47.3200363625131,8.05286068204158,114825.254491018,2.36074850299401,0.999557176456381,0.999401792790461,13.497005988024,NA,NA,"Excellent"
"24","2020-01-29",13,1,47.3367793440206,8.05377605952116,133739.459893048,2.40442780748663,0.999527044353024,0.999383896220191,32.9679144385027,NA,NA,"Excellent"
"25","2020-01-29",13,2,47.3348978405119,8.05373250937845,131607.027298851,2.40001436781608,0.999516188411904,0.999346729761016,14.6616379310345,NA,NA,"Excellent"
"26","2020-01-29",15,1,47.3527116832975,8.04808113888,152336.781402325,2.36249718785152,0.999516493718205,0.999338165904026,22.3948256467941,NA,NA,"Excellent"
"27","2020-01-29",15,2,47.3506156915013,8.04872635969354,149919.238461538,2.33676923076923,0.999475337195753,0.999309210428309,72.5,NA,NA,"Excellent"
"28","2020-01-29",17,1,47.3662021504373,8.04400157368005,169660.658280922,2.35816561844864,0.999512070594296,0.999350407625483,35.041928721174,NA,NA,"Excellent"
"29","2020-01-29",17,2,47.3648379840259,8.04500407804739,167460.291631445,2.45024513947591,0.999524886101792,0.999375515519887,12.6018596787828,NA,NA,"Excellent"
"30","2020-01-29",20,1,47.3827849831516,8.05074591274288,190113.874537037,2.38317592592592,0.999506217194075,0.999349442717827,31.7472222222222,NA,NA,"Excellent"
"31","2020-01-29",20,2,47.3763027858493,8.04948373877275,182503.336419753,2.27966049382716,0.999589258978348,0.999477092471774,22.8117283950617,NA,NA,"Excellent"
"32","2020-01-29",20,12,47.3910151781479,8.05313228712688,200141.838869608,2.54299454635599,0.999516698894002,0.999357590047585,1.48041646008924,NA,NA,"Excellent"
"33","2020-01-29",20,13,47.3909675335041,8.05296001192933,200000.970287837,2.4629619312906,0.9994701947096,0.999304854354144,1.17703497369236,NA,NA,"Excellent"
"34","2020-01-29",20,21,47.3904920166998,8.05162008176169,198839.542168675,2.40855421686747,0.999538424192073,0.999380436419883,25.4698795180723,NA,NA,"Excellent"
"35","2020-01-29",20,22,47.3903688547926,8.05142498934334,198636.52173913,2.41869565217391,0.999476137284475,0.999319099994162,23.695652173913,NA,NA,"Excellent"
"36","2020-01-29",20,41,47.3917228548657,8.05459514290882,201516.509933775,2.4830463576159,0.999544885068002,0.999398141505676,26.158940397351,NA,NA,"Excellent"
"37","2020-01-29",20,42,47.3916863237867,8.05441365231169,201377.145454545,2.338,0.999469219620965,0.999307907580822,24.5636363636364,NA,NA,"Excellent"
"38","2020-01-29",20,61,47.3923273494058,8.0566430957409,203211.430769231,2.44092307692308,0.999542399425123,0.999388657199946,50.0307692307692,NA,NA,"Excellent"
"39","2020-01-29",20,62,47.3921753348611,8.0560696455369,202745.258064516,2.45258064516129,0.99945317680944,0.999270808548878,43.9247311827957,NA,NA,"Excellent"
"40","2020-01-29",20,71,47.3929653668654,8.05959539958297,205555.675925926,2.47962962962963,0.999539655548753,0.999376106251921,62.4444444444444,NA,NA,"Excellent"
"41","2020-01-29",20,72,47.3929767141273,8.05964501906259,205595.269662921,2.41078651685394,0.999468682711256,0.999307279215846,61.8539325842697,NA,NA,"Excellent"
"42","2020-01-29",21,1,47.3902885613632,8.068715641522,214548.264122137,2.43754198473284,0.999515961492727,0.999344867557973,42.7687022900763,NA,NA,"Excellent"
"43","2020-01-29",21,2,47.3894622723319,8.06993533405162,216018.801120448,2.47380952380953,0.999466680032104,0.999300788080572,14.0672268907563,NA,NA,"Excellent"
"44","2020-01-29",24,1,47.3685334081269,8.08677591736734,246866.369440459,2.35911047345769,0.999507523944322,0.999344589640165,44.1750358680057,NA,NA,"Excellent"
"45","2020-01-29",24,7,47.3708938983743,8.08185791957157,242197.896551724,2.51191570881228,0.999487066426918,0.999311482239564,8.56194125159642,NA,NA,"Excellent"
"46","2020-01-29",24,78,47.3721515577821,8.08356735263393,240283.4,2.50485714285714,0.999527561328584,0.999368949273129,42.3714285714286,NA,NA,"Excellent"
"47","2020-01-29",24,103,47.3766610761641,8.08402159309544,234503.587692308,2.40969230769231,0.999470403851367,0.999308935423046,72.5046153846154,NA,NA,"Excellent"
"48","2020-01-29",24,203,47.3768295170136,8.08419091341631,234288.559493671,2.43832911392405,0.999560198920908,0.999416805104947,67.9037974683544,NA,NA,"Excellent"
"49","2020-01-29",25,1,47.351452156326,8.10810392770819,274158.945156125,2.34904723779023,0.999517323358522,0.999372883733441,54.6681345076061,NA,NA,"Excellent"
"50","2020-01-29",25,2,47.3616798888884,8.09891970710715,260344.449197861,2.37681818181819,0.999467928199233,0.99930443688085,15.144385026738,NA,NA,"Excellent"
"51","2020-01-29",25,3,47.3616099559959,8.09906937360583,260481.784340659,2.48870879120879,0.999624076655662,0.999499892666002,9.23901098901099,NA,NA,"Excellent"
"52","2020-01-29",29,1,47.3259315181893,8.11364725249369,304269.372168285,2.39897827092002,0.999505275558935,0.999348999506558,46.1742949607027,NA,NA,"Excellent"
"53","2020-01-29",29,2,47.3146454696926,8.11303444236914,317033.05060241,2.08971084337349,0.999451917011635,0.99927135732613,11.5253012048193,NA,NA,"Excellent"
"54","2020-01-29",29,3,47.3145206993368,8.11308287078488,317176.649390244,2.17170731707317,0.999535617585809,0.999374580292091,17.5335365853659,NA,NA,"Excellent"
"55","2020-01-29",33,1,47.3026738436021,8.1209273556701,331853.673322933,2.13860218408736,0.999502593901589,0.999374604669069,32.2109204368175,NA,NA,"Excellent"
"56","2020-01-29",33,2,47.2988281896609,8.12408831733858,336813.477443609,2.34898496240601,0.999473867062364,0.999383786707639,16.1278195488722,NA,NA,"Excellent"
"57","2020-01-29",35,1,47.2835047710973,8.14290865905502,361186.280821918,2.265156555773,0.999491439093241,0.999396826749208,41.5313111545988,NA,NA,"Excellent"
"58","2020-01-29",35,2,47.280564759485,8.14448873081142,363541.963350785,2.44816753926702,0.999514218491805,0.99936251038329,18.6125654450262,NA,NA,"Excellent"
"59","2020-01-29",35,41,47.2838934438791,8.14007159413482,357753.512096774,2.19568548387097,0.999481572693843,0.999402054971651,64.1895161290323,NA,NA,"Excellent"
"60","2020-01-29",35,42,47.2841139327193,8.13992947369045,357482.298561151,2.22460431654676,0.999512117828795,0.999357547952914,68.5935251798561,NA,NA,"Excellent"
"61","2020-01-29",38,1,47.2687152284228,8.16971285679385,391947.800646284,2.23345513298531,0.999487344403717,0.99935708781552,39.2334079045488,NA,NA,"Excellent"
"62","2020-01-29",38,2,47.2661445821642,8.17364586034825,396151.090285714,2.27201142857144,0.999515459884992,0.999460804591797,15.8525714285714,NA,NA,"Excellent"
"63","2020-01-29",40,1,47.2438439489478,8.18790162114992,423865.773739442,2.39424878423339,0.999488726864158,0.999358675728723,15.7417455848477,NA,NA,"Excellent"
"64","2020-01-29",40,2,47.2493967694323,8.18485726832248,417241.007751938,2.59891472868217,0.999206348650297,0.998749234398923,8.68992248062015,NA,NA,"Excellent"
"65","2020-01-29",40,4,47.2407189943636,8.18942663085017,427554.265413884,2.37216415592538,0.999262036297412,0.998840861496927,0.0361857431278149,NA,NA,"Excellent"
"66","2020-01-29",40,12,47.2427463003006,8.1887142563572,425233.017241379,2.33712643678161,0.999456227949479,0.999297561592361,36.3908045977011,NA,NA,"Excellent"
"67","2020-01-29",40,23,47.2419174626385,8.18900876959179,426182.6,2.204,0.999205067372972,0.998751189599162,12.8,NA,NA,"Excellent"
"68","2020-01-30",9,1,47.3079539127878,8.05054628068014,101020.280759703,2.14796862097442,0.998951705556626,0.980484586420641,11.682906688687,NA,NA,"Excellent"
"69","2020-01-30",9,2,47.3061169121895,8.05006272681101,98917.1615154536,2.12029910269192,0.999392520567603,0.983347023464855,2.32303090727817,NA,NA,"Excellent"
"70","2020-01-30",9,3,47.305016409936,8.04953223038806,97624.5935441729,1.68383484840253,0.999342017924135,0.978876034671189,0.0596048119318491,NA,NA,"Good"
"71","2020-01-30",9,32,47.3057403649357,8.04990673095401,98481.523255814,2.02372093023256,0.99944762270121,0.991951768128174,1.52325581395349,NA,NA,"Excellent"
"72","2020-01-30",9,33,47.3056420680873,8.04985894901624,98365.9387755102,2.31357142857143,0.999799687058295,0.922774387400383,3.37755102040816,NA,NA,"Excellent"
"73","2020-01-30",9,100,47.3077573694772,8.05057669194808,100789.322935311,1.30487215545893,0.99966272667113,0.917844609354991,0.0441063666581437,NA,NA,"Fair"
"74","2020-01-30",9,101,47.308216316707,8.05065330746888,101303.666666667,2.33814814814815,0.999774206908816,0.923767172752044,12.4074074074074,NA,NA,"Excellent"
"75","2020-01-30",11,1,47.3196297357639,8.05296172024634,114366.743648961,2.32103926096998,0.999014667597241,0.992842856735705,39.7898383371824,NA,NA,"Excellent"
"76","2020-01-30",11,2,47.3198972172059,8.05283191238418,114668.782945736,2.35984496124031,0.998965392736738,0.988394264087561,11.7286821705426,NA,NA,"Excellent"
"77","2020-01-30",13,1,47.3369694976092,8.05372599555847,133957.717114569,2.36274398868458,0.998967366520423,0.991350916340033,31.8217821782178,NA,NA,"Excellent"
"78","2020-01-30",13,2,47.3334829786939,8.05395658442847,130006.340740741,2.40225925925926,0.999017429245678,0.992261133497508,13.7444444444444,NA,NA,"Excellent"
"79","2020-01-30",15,1,47.3531934623262,8.04781349147373,152906.133333333,2.34979487179487,0.9989734117273,0.992203800331885,21.8389743589744,NA,NA,"Excellent"
"80","2020-01-30",15,2,47.3507422488775,8.04865143595894,150071.62295082,2.33770491803279,0.998963706698027,0.988672677325799,62.3114754098361,NA,NA,"Excellent"
"81","2020-01-30",17,1,47.3667419324529,8.0440826165719,170349.157219251,2.35433155080214,0.99900226535059,0.992569293182129,27.2085561497326,NA,NA,"Excellent"
"82","2020-01-30",17,2,47.3634502923446,8.04525350508975,165515.776470588,2.47379411764706,0.998975730533687,0.99073702745314,12.7764705882353,NA,NA,"Excellent"
"83","2020-01-30",20,1,47.3846698132285,8.05117234645002,192349.506646972,2.41152141802068,0.999003406314453,0.991998882210789,33.2481536189069,NA,NA,"Excellent"
"84","2020-01-30",20,2,47.3762238519603,8.0494656426436,182414.35426009,2.36390134529148,0.998921799299789,0.990434339558323,22,NA,NA,"Excellent"
"85","2020-01-30",20,12,47.3909332781423,8.05284962960464,199909.019874477,2.53476987447699,0.998950538210753,0.98943719713317,1.02824267782427,NA,NA,"Excellent"
"86","2020-01-30",20,13,47.39091602355,8.05276749977982,199844.731595092,2.42858895705523,0.998982147489645,0.994475589379671,2.3558282208589,NA,NA,"Excellent"
"87","2020-01-30",20,21,47.3904930762701,8.05162201917195,198841.428571429,2.38321428571429,0.999007651086607,0.98891893598678,24.4642857142857,NA,NA,"Excellent"
"88","2020-01-30",20,22,47.3903736030342,8.05143220458156,198644.117647059,2.42294117647059,0.998970229604743,0.994330711070269,24.6470588235294,NA,NA,"Excellent"
"89","2020-01-30",20,41,47.3917134041699,8.05456474710026,201491.12,2.48,0.999309554361023,0.987517069371105,25.8,NA,NA,"Excellent"
"90","2020-01-30",20,42,47.3916727025954,8.05437495043083,201344.121212121,2.31878787878788,0.998916752470131,0.993620146184546,21,NA,NA,"Excellent"
"91","2020-01-30",20,52,47.3921030321368,8.05573056964384,202476.624301265,2.59406295969406,0.998829788398132,0.992050354633829,0.0576640188290674,NA,NA,"Excellent"
"92","2020-01-30",20,61,47.3923117353387,8.056577537085,203158.818181818,2.46,0.9993040429741,0.987530160889089,51.1818181818182,NA,NA,"Excellent"
"93","2020-01-30",20,62,47.3921718632852,8.05605278192622,202731.923076923,2.47435897435897,0.999004967329572,0.994636306058762,41.2820512820513,NA,NA,"Excellent"
"94","2020-01-30",20,71,47.3929751364189,8.05963637311477,205588.5,2.49444444444444,0.999304588657992,0.98752832496007,61.0555555555556,NA,NA,"Excellent"
"95","2020-01-30",20,72,47.3929763604339,8.05964377623283,205594.256410256,2.41589743589744,0.999026326634915,0.994868503310921,57.5384615384615,NA,NA,"Excellent"
"96","2020-01-30",20,78,47.3913957654829,8.0538460446148,200839.75,2.50375,0.998695853893789,0.991085641449301,14.75,NA,NA,"Excellent"
"97","2020-01-30",21,1,47.3901848897476,8.06884741974551,214706.32320442,2.41790055248619,0.999186157089431,0.990667003096881,40.6187845303867,NA,NA,"Excellent"
"98","2020-01-30",21,2,47.3894769324735,8.06992216671331,215999.740740741,2.45385185185185,0.998987605776684,0.994456083829034,14.7925925925926,NA,NA,"Excellent"
"99","2020-01-30",24,1,47.3688332608857,8.08643087556815,246363.597260274,2.35928767123288,0.999159613109545,0.992637872887721,46,NA,NA,"Excellent"
"100","2020-01-30",24,7,47.371032112714,8.08203569316915,241993.488262911,2.51030516431924,0.999053117984866,0.993373889252458,8.46948356807512,NA,NA,"Excellent"
"101","2020-01-30",24,103,47.3769208944177,8.08395820582659,234187.556910569,2.44772357723577,0.99901963953761,0.992081913460062,57.4024390243902,NA,NA,"Excellent"
"102","2020-01-30",25,1,47.3514225224053,8.10823336152739,274245.425755585,2.35337713534822,0.999107748805164,0.992162509561117,48.9737187910644,NA,NA,"Excellent"
"103","2020-01-30",25,2,47.3617264090334,8.09882980969556,260258.907801418,2.34106382978724,0.999025080956648,0.994729883610285,15.9929078014184,NA,NA,"Excellent"
"104","2020-01-30",25,3,47.3616815183953,8.09893008913474,260349.642857143,2.45,0.999305916973528,0.988000416287376,6.13736263736264,NA,NA,"Excellent"
"105","2020-01-30",29,1,47.3260813424972,8.1136717674812,304097.627035831,2.37809446254072,0.999083282828496,0.992388560630941,44.2654723127036,NA,NA,"Excellent"
"106","2020-01-30",29,2,47.3148243876896,8.11297351388141,316827.904761905,2.08210884353741,0.998899676211689,0.993335955339714,13.3197278911565,NA,NA,"Excellent"
"107","2020-01-30",29,3,47.3146265281465,8.11304366461017,317054.727272727,2.09054545454545,0.999279454813142,0.988388332887239,17.5272727272727,NA,NA,"Excellent"
"108","2020-01-30",33,1,47.303002339128,8.12067537368925,331436.594318182,2.14092045454546,0.999036313401634,0.9921363432334,31.2784090909091,NA,NA,"Excellent"
"109","2020-01-30",33,2,47.2988771406529,8.12406042882653,336755.009174312,2.34211009174312,0.999127469165035,0.994679746053625,15.954128440367,NA,NA,"Excellent"
"110","2020-01-30",35,1,47.2830071925401,8.14309866022288,361520.676646707,2.23988023952096,0.999091432425628,0.993287186405319,37.1586826347305,NA,NA,"Excellent"
"111","2020-01-30",35,2,47.2804804486458,8.14429183457507,363369.121212121,2.38469696969697,0.998900814053399,0.988664556388468,17.7121212121212,NA,NA,"Excellent"
