,Day-Month,AreaNumber,Track,Latitude,Longitude,PositionNoLeap,A2_RSSI,A1_ratio,A2_ratio,CurrentVelocity,DisruptionCode,EventCode
0,2020-01-22,9.0,5.0,47.3048548375973,8.049462113530097,97437.0,1.3790326532535186,0.9999937454359697,0.9643951522269446,0.0,,
1,2020-01-23,9.0,5.0,47.30485048431849,8.049460225153066,97431.94582783642,1.2857855101141038,1.0,0.9826871480301245,0.0016215919085312226,,
2,2020-01-26,9.0,5.0,47.304851392326775,8.049460619018653,97433.0,1.1879304029304028,1.0,0.9787861403737178,0.0,,
3,2020-01-28,9.0,1.0,47.31012959879589,8.051092079045835,103516.29875518673,2.4135684647302904,0.9999807634338543,0.9999857679216666,47.024896265560166,,
4,2020-01-28,9.0,2.0,47.30695605388611,8.050398048581096,99885.54285714286,2.3611428571428563,0.9999815206084914,0.9999869380220447,21.514285714285716,,
5,2020-01-28,9.0,3.0,47.30664365308217,8.050276414657583,99525.63157894737,2.4421052631578943,0.9999817190371904,0.999985969846877,19.842105263157894,,
6,2020-01-28,9.0,4.0,47.3061878681407,8.050091764359902,98999.16342560817,2.501631396324127,0.9999997911462284,0.9999890202164469,0.021657896743689467,,1698873080.0
7,2020-01-28,9.0,5.0,47.30518974277962,8.049607502706738,97825.85228377066,2.3463459669582285,1.0,0.9994146463459274,0.293488824101069,,
8,2020-01-28,11.0,1.0,47.31944736165492,8.053015763579026,114160.53819444444,2.2927777777777765,0.9999807249756323,0.9999854976988417,54.65625,,
9,2020-01-28,11.0,2.0,47.319944051955886,8.05284110703057,114721.40163934426,2.32016393442623,0.9999820341608074,0.9999864011522976,24.614754098360656,,
10,2020-01-28,13.0,1.0,47.33278257276232,8.054177534428476,129221.74224343675,2.3066825775656286,0.9999842943116884,0.9999863434488789,34.27684964200478,,
11,2020-01-28,13.0,2.0,47.331366919654194,8.054259217340986,127617.08895705521,2.417361963190191,0.9999805095876958,0.9999841584076437,11.322085889570552,,
12,2020-01-28,15.0,1.0,47.35390423608591,8.047628841657426,153724.88079470198,2.3723509933774825,0.999995085257724,0.9999903679530981,29.205298013245034,,
13,2020-01-28,15.0,2.0,47.35057128175402,8.048752039649772,149865.98039215687,2.343333333333334,0.999995085612006,0.9999901712983839,73.25490196078431,,
14,2020-01-28,17.0,1.0,47.35968961973738,8.046345507036326,160388.67567567568,2.4575675675675672,0.9999950876652821,0.9999901754753543,34.945945945945944,,
15,2020-01-28,17.0,2.0,47.36117636620359,8.045433654888933,162358.63802559415,2.516087751371106,0.9999950869149797,0.9999901739749656,1.6179159049360146,,
16,2020-01-29,9.0,1.0,47.30716004174731,8.050334542124194,100115.03268251273,2.1843102716467904,0.9995685395798781,0.999418116218293,7.947368421052632,,
17,2020-01-29,9.0,2.0,47.306986950837604,8.05040926770034,99921.0,2.3666666666666663,1.0,1.0,20.77777777777778,,
18,2020-01-29,9.0,3.0,47.306638773580644,8.05027446028484,99520.0,2.4859999999999998,1.0,1.0,20.2,,
19,2020-01-29,9.0,4.0,47.30617419118379,8.050085897794249,98983.28300510577,2.5170648303080907,1.0,1.0,0.024198738576393358,,
20,2020-01-29,9.0,5.0,47.30529596384872,8.049654652708455,97949.41666666667,2.4733333333333327,1.0,1.0,1.7083333333333333,,
21,2020-01-29,11.0,1.0,47.31967422767647,8.052977170077947,114416.85562444641,2.3161913197519923,0.9995050798346697,0.9993458367975971,41.93002657218778,,
22,2020-01-29,11.0,2.0,47.320036362513136,8.052860682041576,114825.25449101797,2.3607485029940083,0.9995571764563814,0.9994017927904614,13.497005988023952,,
23,2020-01-29,13.0,1.0,47.336779344020584,8.05377605952116,133739.45989304813,2.4044278074866314,0.9995270443530238,0.9993838962201905,32.967914438502675,,
24,2020-01-29,13.0,2.0,47.33489784051189,8.053732509378449,131607.02729885056,2.4000143678160817,0.9995161884119041,0.9993467297610159,14.661637931034482,,
25,2020-01-29,15.0,1.0,47.352711683297485,8.048081138880004,152336.7814023247,2.3624971878515244,0.9995164937182053,0.999338165904026,22.39482564679415,,
26,2020-01-29,15.0,2.0,47.350615691501304,8.048726359693543,149919.23846153845,2.3367692307692316,0.9994753371957529,0.9993092104283094,72.5,,
27,2020-01-29,17.0,1.0,47.36620215043727,8.044001573680053,169660.65828092242,2.358165618448644,0.9995120705942958,0.9993504076254829,35.041928721174,,
28,2020-01-29,17.0,2.0,47.364837984025854,8.045004078047386,167460.29163144546,2.4502451394759057,0.9995248861017925,0.9993755155198871,12.601859678782755,,
29,2020-01-29,20.0,1.0,47.38278498315159,8.05074591274288,190113.87453703705,2.3831759259259155,0.9995062171940745,0.9993494427178272,31.747222222222224,,
30,2020-01-29,20.0,2.0,47.376302785849276,8.049483738772746,182503.3364197531,2.279660493827162,0.9995892589783478,0.999477092471774,22.811728395061728,,
31,2020-01-29,20.0,12.0,47.39101517814792,8.053132287126884,200141.83886960833,2.5429945463559895,0.9995166988940016,0.9993575900475853,1.4804164600892415,,
32,2020-01-29,20.0,13.0,47.39096753350411,8.052960011929333,200000.9702878366,2.4629619312906037,0.9994701947095995,0.9993048543541436,1.1770349736923553,,
33,2020-01-29,20.0,21.0,47.39049201669983,8.051620081761692,198839.5421686747,2.408554216867468,0.9995384241920728,0.9993804364198834,25.46987951807229,,
34,2020-01-29,20.0,22.0,47.39036885479256,8.051424989343342,198636.52173913043,2.4186956521739127,0.9994761372844749,0.9993190999941616,23.695652173913043,,
35,2020-01-29,20.0,41.0,47.3917228548657,8.054595142908823,201516.50993377483,2.4830463576158954,0.9995448850680015,0.9993981415056756,26.158940397350992,,
